Compound,Date,Negative,Neutral,Positive,Tweet Count,User
0.5574,Wed Dec 13 20:17:36 +0000 2017,0.0,0.723,0.277,19,@foxnews
-0.4767,Wed Dec 13 20:17:36 +0000 2017,0.171,0.829,0.0,20,@foxnews
0.3182,Wed Dec 13 20:17:35 +0000 2017,0.052,0.849,0.1,21,@foxnews
-0.8624,Wed Dec 13 20:17:35 +0000 2017,0.425,0.575,0.0,22,@foxnews
0.0,Wed Dec 13 20:17:34 +0000 2017,0.0,1.0,0.0,23,@foxnews
0.0,Wed Dec 13 20:17:34 +0000 2017,0.0,1.0,0.0,24,@foxnews
0.0,Wed Dec 13 20:17:32 +0000 2017,0.0,1.0,0.0,25,@foxnews
-0.1759,Wed Dec 13 20:17:32 +0000 2017,0.187,0.694,0.118,26,@foxnews
0.296,Wed Dec 13 20:17:32 +0000 2017,0.0,0.864,0.136,27,@foxnews
0.0,Wed Dec 13 20:17:31 +0000 2017,0.0,1.0,0.0,28,@foxnews
-0.3182,Wed Dec 13 20:17:31 +0000 2017,0.103,0.897,0.0,29,@foxnews
-0.7269,Wed Dec 13 20:17:31 +0000 2017,0.262,0.738,0.0,30,@foxnews
0.0,Wed Dec 13 20:17:31 +0000 2017,0.0,1.0,0.0,31,@foxnews
0.0,Wed Dec 13 20:17:30 +0000 2017,0.0,1.0,0.0,32,@foxnews
0.2401,Wed Dec 13 20:17:30 +0000 2017,0.0,0.719,0.281,33,@foxnews
0.2023,Wed Dec 13 20:17:29 +0000 2017,0.067,0.833,0.099,34,@foxnews
0.4939,Wed Dec 13 20:17:29 +0000 2017,0.0,0.833,0.167,35,@foxnews
0.0,Wed Dec 13 20:17:28 +0000 2017,0.0,1.0,0.0,36,@foxnews
0.4939,Wed Dec 13 20:17:28 +0000 2017,0.0,0.802,0.198,37,@foxnews
0.0,Wed Dec 13 20:17:28 +0000 2017,0.0,1.0,0.0,38,@foxnews
-0.2732,Wed Dec 13 20:17:27 +0000 2017,0.227,0.583,0.191,39,@foxnews
-0.5423,Wed Dec 13 20:17:27 +0000 2017,0.226,0.774,0.0,40,@foxnews
-0.4939,Wed Dec 13 20:17:27 +0000 2017,0.186,0.814,0.0,41,@foxnews
0.0,Wed Dec 13 20:17:27 +0000 2017,0.0,1.0,0.0,42,@foxnews
0.3182,Wed Dec 13 20:17:27 +0000 2017,0.0,0.901,0.099,43,@foxnews
-0.5367,Wed Dec 13 20:17:27 +0000 2017,0.163,0.837,0.0,44,@foxnews
-0.4404,Wed Dec 13 20:17:26 +0000 2017,0.146,0.854,0.0,45,@foxnews
0.0,Wed Dec 13 20:17:24 +0000 2017,0.0,1.0,0.0,46,@foxnews
0.5859,Wed Dec 13 20:17:23 +0000 2017,0.0,0.774,0.226,47,@foxnews
0.0,Wed Dec 13 20:17:22 +0000 2017,0.0,1.0,0.0,48,@foxnews
-0.8779,Wed Dec 13 20:17:22 +0000 2017,0.458,0.485,0.057,49,@foxnews
0.1779,Wed Dec 13 20:17:22 +0000 2017,0.0,0.825,0.175,50,@foxnews
0.6705,Wed Dec 13 20:17:20 +0000 2017,0.0,0.784,0.216,51,@foxnews
0.0,Wed Dec 13 20:17:19 +0000 2017,0.0,1.0,0.0,52,@foxnews
-0.6908,Wed Dec 13 20:17:19 +0000 2017,0.207,0.793,0.0,53,@foxnews
0.4767,Wed Dec 13 20:17:18 +0000 2017,0.0,0.744,0.256,54,@foxnews
0.0258,Wed Dec 13 20:17:17 +0000 2017,0.126,0.744,0.13,55,@foxnews
0.296,Wed Dec 13 20:17:16 +0000 2017,0.136,0.72,0.144,56,@foxnews
0.0,Wed Dec 13 20:17:15 +0000 2017,0.0,1.0,0.0,57,@foxnews
0.5106,Wed Dec 13 20:17:15 +0000 2017,0.0,0.837,0.163,58,@foxnews
0.6705,Wed Dec 13 20:17:14 +0000 2017,0.0,0.784,0.216,59,@foxnews
0.4215,Wed Dec 13 20:17:14 +0000 2017,0.0,0.588,0.412,60,@foxnews
-0.3818,Wed Dec 13 20:17:14 +0000 2017,0.184,0.816,0.0,61,@foxnews
-0.6705,Wed Dec 13 20:17:14 +0000 2017,0.453,0.373,0.174,62,@foxnews
0.4939,Wed Dec 13 20:17:13 +0000 2017,0.0,0.833,0.167,63,@foxnews
0.0,Wed Dec 13 20:17:13 +0000 2017,0.0,1.0,0.0,64,@foxnews
0.0,Wed Dec 13 20:17:12 +0000 2017,0.0,1.0,0.0,65,@foxnews
0.0,Wed Dec 13 20:17:11 +0000 2017,0.0,1.0,0.0,66,@foxnews
0.5684,Wed Dec 13 20:17:11 +0000 2017,0.0,0.656,0.344,67,@foxnews
0.0,Wed Dec 13 20:17:09 +0000 2017,0.0,1.0,0.0,68,@foxnews
0.5574,Wed Dec 13 20:17:09 +0000 2017,0.0,0.581,0.419,69,@foxnews
0.5719,Wed Dec 13 20:17:08 +0000 2017,0.0,0.861,0.139,70,@foxnews
-0.2023,Wed Dec 13 20:17:08 +0000 2017,0.114,0.815,0.071,71,@foxnews
0.0,Wed Dec 13 20:17:07 +0000 2017,0.0,1.0,0.0,72,@foxnews
0.5859,Wed Dec 13 20:17:07 +0000 2017,0.0,0.774,0.226,73,@foxnews
0.2732,Wed Dec 13 20:17:07 +0000 2017,0.117,0.717,0.166,74,@foxnews
-0.3182,Wed Dec 13 20:17:06 +0000 2017,0.103,0.897,0.0,75,@foxnews
-0.628,Wed Dec 13 20:17:06 +0000 2017,0.314,0.686,0.0,76,@foxnews
0.5859,Wed Dec 13 20:17:06 +0000 2017,0.0,0.774,0.226,77,@foxnews
0.4574,Wed Dec 13 20:17:06 +0000 2017,0.0,0.501,0.499,78,@foxnews
-0.9118,Wed Dec 13 20:17:06 +0000 2017,0.478,0.446,0.076,79,@foxnews
-0.3182,Wed Dec 13 20:17:06 +0000 2017,0.103,0.897,0.0,80,@foxnews
-0.5256,Wed Dec 13 20:17:05 +0000 2017,0.361,0.639,0.0,81,@foxnews
-0.3612,Wed Dec 13 20:17:05 +0000 2017,0.128,0.872,0.0,82,@foxnews
0.0,Wed Dec 13 20:17:05 +0000 2017,0.0,1.0,0.0,83,@foxnews
-0.2732,Wed Dec 13 20:17:04 +0000 2017,0.08,0.92,0.0,84,@foxnews
-0.1027,Wed Dec 13 20:17:03 +0000 2017,0.08,0.92,0.0,85,@foxnews
0.3182,Wed Dec 13 20:17:03 +0000 2017,0.0,0.892,0.108,86,@foxnews
-0.5812,Wed Dec 13 20:17:03 +0000 2017,0.209,0.791,0.0,87,@foxnews
0.0,Wed Dec 13 20:17:02 +0000 2017,0.0,1.0,0.0,88,@foxnews
0.6486,Wed Dec 13 20:17:01 +0000 2017,0.0,0.773,0.227,89,@foxnews
0.0,Wed Dec 13 20:17:01 +0000 2017,0.0,1.0,0.0,90,@foxnews
0.6705,Wed Dec 13 20:17:00 +0000 2017,0.0,0.784,0.216,91,@foxnews
-0.8516,Wed Dec 13 20:17:00 +0000 2017,0.383,0.617,0.0,92,@foxnews
-0.5106,Wed Dec 13 20:17:00 +0000 2017,0.623,0.377,0.0,93,@foxnews
0.296,Wed Dec 13 20:16:59 +0000 2017,0.0,0.864,0.136,94,@foxnews
-0.3182,Wed Dec 13 20:16:58 +0000 2017,0.103,0.897,0.0,95,@foxnews
0.0,Wed Dec 13 20:16:57 +0000 2017,0.0,1.0,0.0,96,@foxnews
0.0,Wed Dec 13 20:16:56 +0000 2017,0.0,1.0,0.0,97,@foxnews
0.4767,Wed Dec 13 20:16:56 +0000 2017,0.0,0.744,0.256,98,@foxnews
0.6705,Wed Dec 13 20:16:56 +0000 2017,0.0,0.784,0.216,99,@foxnews
-0.7351,Wed Dec 13 20:16:56 +0000 2017,0.237,0.763,0.0,100,@foxnews
-0.7574,Wed Dec 13 20:16:56 +0000 2017,0.52,0.48,0.0,1,@foxnews
0.1779,Wed Dec 13 20:16:54 +0000 2017,0.126,0.71,0.164,2,@foxnews
0.0,Wed Dec 13 20:16:54 +0000 2017,0.0,1.0,0.0,3,@foxnews
0.0,Wed Dec 13 20:16:54 +0000 2017,0.0,1.0,0.0,4,@foxnews
-0.2732,Wed Dec 13 20:16:54 +0000 2017,0.237,0.763,0.0,5,@foxnews
0.0,Wed Dec 13 20:16:53 +0000 2017,0.0,1.0,0.0,6,@foxnews
-0.6597,Wed Dec 13 20:16:52 +0000 2017,0.306,0.694,0.0,7,@foxnews
0.0,Wed Dec 13 20:16:52 +0000 2017,0.0,1.0,0.0,8,@foxnews
0.0,Wed Dec 13 20:16:51 +0000 2017,0.0,1.0,0.0,9,@foxnews
0.1779,Wed Dec 13 20:16:51 +0000 2017,0.0,0.825,0.175,10,@foxnews
0.4939,Wed Dec 13 20:16:50 +0000 2017,0.0,0.833,0.167,11,@foxnews
-0.3182,Wed Dec 13 20:16:50 +0000 2017,0.103,0.897,0.0,12,@foxnews
-0.2732,Wed Dec 13 20:16:50 +0000 2017,0.084,0.916,0.0,13,@foxnews
-0.1531,Wed Dec 13 20:16:48 +0000 2017,0.119,0.782,0.099,14,@foxnews
-0.4278,Wed Dec 13 20:16:48 +0000 2017,0.17,0.76,0.071,15,@foxnews
-0.2023,Wed Dec 13 20:16:47 +0000 2017,0.114,0.815,0.071,16,@foxnews
0.0,Wed Dec 13 20:17:36 +0000 2017,0.0,1.0,0.0,17,@nytimes
-0.0516,Wed Dec 13 20:17:35 +0000 2017,0.154,0.734,0.112,18,@nytimes
-0.0516,Wed Dec 13 20:17:34 +0000 2017,0.154,0.734,0.112,19,@nytimes
0.0258,Wed Dec 13 20:17:33 +0000 2017,0.154,0.686,0.16,20,@nytimes
-0.6908,Wed Dec 13 20:17:32 +0000 2017,0.275,0.725,0.0,21,@nytimes
0.0,Wed Dec 13 20:17:32 +0000 2017,0.0,1.0,0.0,22,@nytimes
0.5204,Wed Dec 13 20:17:30 +0000 2017,0.0,0.641,0.359,23,@nytimes
-0.0516,Wed Dec 13 20:17:29 +0000 2017,0.154,0.734,0.112,24,@nytimes
-0.0516,Wed Dec 13 20:17:25 +0000 2017,0.154,0.734,0.112,25,@nytimes
-0.0516,Wed Dec 13 20:17:23 +0000 2017,0.154,0.734,0.112,26,@nytimes
-0.0516,Wed Dec 13 20:17:21 +0000 2017,0.154,0.734,0.112,27,@nytimes
0.4404,Wed Dec 13 20:17:16 +0000 2017,0.0,0.868,0.132,28,@nytimes
-0.0516,Wed Dec 13 20:17:15 +0000 2017,0.154,0.734,0.112,29,@nytimes
-0.5574,Wed Dec 13 20:17:13 +0000 2017,0.31,0.69,0.0,30,@nytimes
-0.0516,Wed Dec 13 20:17:11 +0000 2017,0.154,0.734,0.112,31,@nytimes
-0.0516,Wed Dec 13 20:17:11 +0000 2017,0.154,0.734,0.112,32,@nytimes
0.0,Wed Dec 13 20:17:10 +0000 2017,0.0,1.0,0.0,33,@nytimes
-0.296,Wed Dec 13 20:17:10 +0000 2017,0.087,0.913,0.0,34,@nytimes
-0.7351,Wed Dec 13 20:17:09 +0000 2017,0.246,0.754,0.0,35,@nytimes
0.4926,Wed Dec 13 20:17:07 +0000 2017,0.0,0.715,0.285,36,@nytimes
-0.296,Wed Dec 13 20:17:05 +0000 2017,0.087,0.913,0.0,37,@nytimes
-0.0516,Wed Dec 13 20:17:01 +0000 2017,0.154,0.734,0.112,38,@nytimes
-0.0516,Wed Dec 13 20:16:58 +0000 2017,0.154,0.734,0.112,39,@nytimes
-0.836,Wed Dec 13 20:16:58 +0000 2017,0.398,0.558,0.044,40,@nytimes
-0.6124,Wed Dec 13 20:16:57 +0000 2017,0.294,0.706,0.0,41,@nytimes
-0.0516,Wed Dec 13 20:16:57 +0000 2017,0.154,0.734,0.112,42,@nytimes
-0.0516,Wed Dec 13 20:16:56 +0000 2017,0.154,0.734,0.112,43,@nytimes
0.0,Wed Dec 13 20:16:56 +0000 2017,0.0,1.0,0.0,44,@nytimes
-0.0516,Wed Dec 13 20:16:55 +0000 2017,0.154,0.734,0.112,45,@nytimes
0.0,Wed Dec 13 20:16:54 +0000 2017,0.0,1.0,0.0,46,@nytimes
-0.0516,Wed Dec 13 20:16:48 +0000 2017,0.154,0.734,0.112,47,@nytimes
-0.0516,Wed Dec 13 20:16:43 +0000 2017,0.154,0.734,0.112,48,@nytimes
-0.0516,Wed Dec 13 20:16:42 +0000 2017,0.154,0.734,0.112,49,@nytimes
0.0,Wed Dec 13 20:16:42 +0000 2017,0.0,1.0,0.0,50,@nytimes
-0.0516,Wed Dec 13 20:16:41 +0000 2017,0.154,0.734,0.112,51,@nytimes
-0.0516,Wed Dec 13 20:16:38 +0000 2017,0.154,0.734,0.112,52,@nytimes
-0.296,Wed Dec 13 20:16:36 +0000 2017,0.091,0.909,0.0,53,@nytimes
-0.296,Wed Dec 13 20:16:36 +0000 2017,0.087,0.913,0.0,54,@nytimes
-0.0516,Wed Dec 13 20:16:34 +0000 2017,0.154,0.734,0.112,55,@nytimes
-0.296,Wed Dec 13 20:16:34 +0000 2017,0.087,0.913,0.0,56,@nytimes
0.3252,Wed Dec 13 20:16:33 +0000 2017,0.0,0.904,0.096,57,@nytimes
-0.0516,Wed Dec 13 20:16:31 +0000 2017,0.154,0.734,0.112,58,@nytimes
0.0,Wed Dec 13 20:16:31 +0000 2017,0.0,1.0,0.0,59,@nytimes
0.0,Wed Dec 13 20:16:30 +0000 2017,0.0,1.0,0.0,60,@nytimes
0.0,Wed Dec 13 20:16:29 +0000 2017,0.0,1.0,0.0,61,@nytimes
0.0,Wed Dec 13 20:16:27 +0000 2017,0.0,1.0,0.0,62,@nytimes
-0.0516,Wed Dec 13 20:16:27 +0000 2017,0.154,0.734,0.112,63,@nytimes
-0.5267,Wed Dec 13 20:16:26 +0000 2017,0.159,0.841,0.0,64,@nytimes
-0.5994,Wed Dec 13 20:16:25 +0000 2017,0.163,0.837,0.0,65,@nytimes
-0.296,Wed Dec 13 20:16:22 +0000 2017,0.167,0.833,0.0,66,@nytimes
-0.0516,Wed Dec 13 20:16:20 +0000 2017,0.154,0.734,0.112,67,@nytimes
-0.296,Wed Dec 13 20:16:20 +0000 2017,0.087,0.913,0.0,68,@nytimes
0.0,Wed Dec 13 20:16:19 +0000 2017,0.0,1.0,0.0,69,@nytimes
-0.296,Wed Dec 13 20:16:16 +0000 2017,0.087,0.913,0.0,70,@nytimes
0.0,Wed Dec 13 20:16:16 +0000 2017,0.0,1.0,0.0,71,@nytimes
-0.0516,Wed Dec 13 20:16:14 +0000 2017,0.154,0.734,0.112,72,@nytimes
-0.0516,Wed Dec 13 20:16:12 +0000 2017,0.154,0.734,0.112,73,@nytimes
0.0,Wed Dec 13 20:16:10 +0000 2017,0.0,1.0,0.0,74,@nytimes
0.0,Wed Dec 13 20:16:09 +0000 2017,0.0,1.0,0.0,75,@nytimes
0.4215,Wed Dec 13 20:16:09 +0000 2017,0.0,0.877,0.123,76,@nytimes
-0.4767,Wed Dec 13 20:16:05 +0000 2017,0.147,0.853,0.0,77,@nytimes
0.0,Wed Dec 13 20:16:04 +0000 2017,0.0,1.0,0.0,78,@nytimes
-0.0516,Wed Dec 13 20:16:04 +0000 2017,0.154,0.734,0.112,79,@nytimes
-0.4404,Wed Dec 13 20:16:01 +0000 2017,0.155,0.776,0.068,80,@nytimes
0.0,Wed Dec 13 20:16:01 +0000 2017,0.0,1.0,0.0,81,@nytimes
-0.0516,Wed Dec 13 20:16:01 +0000 2017,0.154,0.734,0.112,82,@nytimes
-0.0516,Wed Dec 13 20:16:00 +0000 2017,0.154,0.734,0.112,83,@nytimes
-0.0516,Wed Dec 13 20:15:59 +0000 2017,0.154,0.734,0.112,84,@nytimes
-0.0516,Wed Dec 13 20:15:58 +0000 2017,0.154,0.734,0.112,85,@nytimes
-0.2263,Wed Dec 13 20:15:57 +0000 2017,0.095,0.905,0.0,86,@nytimes
-0.3612,Wed Dec 13 20:15:56 +0000 2017,0.216,0.659,0.126,87,@nytimes
-0.4404,Wed Dec 13 20:15:56 +0000 2017,0.592,0.408,0.0,88,@nytimes
-0.6908,Wed Dec 13 20:15:56 +0000 2017,0.275,0.725,0.0,89,@nytimes
0.0,Wed Dec 13 20:15:55 +0000 2017,0.0,1.0,0.0,90,@nytimes
0.0,Wed Dec 13 20:15:54 +0000 2017,0.0,1.0,0.0,91,@nytimes
-0.0516,Wed Dec 13 20:15:54 +0000 2017,0.154,0.734,0.112,92,@nytimes
0.0,Wed Dec 13 20:15:54 +0000 2017,0.0,1.0,0.0,93,@nytimes
0.0,Wed Dec 13 20:15:53 +0000 2017,0.0,1.0,0.0,94,@nytimes
0.0,Wed Dec 13 20:15:51 +0000 2017,0.0,1.0,0.0,95,@nytimes
0.5719,Wed Dec 13 20:15:50 +0000 2017,0.0,0.802,0.198,96,@nytimes
0.0258,Wed Dec 13 20:15:48 +0000 2017,0.0,0.932,0.068,97,@nytimes
-0.0516,Wed Dec 13 20:15:48 +0000 2017,0.154,0.734,0.112,98,@nytimes
-0.0516,Wed Dec 13 20:15:46 +0000 2017,0.154,0.734,0.112,99,@nytimes
-0.0516,Wed Dec 13 20:15:44 +0000 2017,0.154,0.734,0.112,100,@nytimes
-0.0516,Wed Dec 13 20:15:44 +0000 2017,0.154,0.734,0.112,1,@nytimes
-0.0516,Wed Dec 13 20:15:44 +0000 2017,0.154,0.734,0.112,2,@nytimes
-0.0516,Wed Dec 13 20:15:42 +0000 2017,0.154,0.734,0.112,3,@nytimes
-0.0516,Wed Dec 13 20:15:42 +0000 2017,0.154,0.734,0.112,4,@nytimes
-0.0516,Wed Dec 13 20:15:40 +0000 2017,0.154,0.734,0.112,5,@nytimes
-0.0516,Wed Dec 13 20:15:40 +0000 2017,0.154,0.734,0.112,6,@nytimes
-0.0516,Wed Dec 13 20:15:38 +0000 2017,0.154,0.734,0.112,7,@nytimes
-0.0516,Wed Dec 13 20:15:37 +0000 2017,0.154,0.734,0.112,8,@nytimes
-0.296,Wed Dec 13 20:15:35 +0000 2017,0.087,0.913,0.0,9,@nytimes
0.4019,Wed Dec 13 20:15:33 +0000 2017,0.0,0.876,0.124,10,@nytimes
-0.0516,Wed Dec 13 20:15:32 +0000 2017,0.154,0.734,0.112,11,@nytimes
0.0,Wed Dec 13 20:15:31 +0000 2017,0.0,1.0,0.0,12,@nytimes
-0.0516,Wed Dec 13 20:15:30 +0000 2017,0.154,0.734,0.112,13,@nytimes
-0.0516,Wed Dec 13 20:15:27 +0000 2017,0.154,0.734,0.112,14,@nytimes
-0.3612,Wed Dec 13 20:15:26 +0000 2017,0.135,0.865,0.0,15,@nytimes
-0.6908,Wed Dec 13 20:15:26 +0000 2017,0.275,0.725,0.0,16,@nytimes
